,RR,NE,MT,MP,MG,MC
878,589413,398501,574024,699957,485351,456200
879,580878,398457,580446,431836,488610,460223
880,571741,396548,580077,466880,486676,462288
881,570165,400699,573230,606382,491735,468760
882,645925,434295,662519,690295,509419,486629
883,649363,442324,658842,337250,533352,484831
884,644879,440999,652187,300480,519998,482278
885,654196,445669,651022,472668,526483,481840
886,653708,439114,651345,613381,528761,489656
887,644674,439595,644964,733483,522097,482567
888,681938,467030,693041,485443,536005,493374
889,676891,463428,688668,584160,548813,493682
890,670474,469048,683124,601617,543544,491791
891,671630,469441,686955,479243,541417,491982
892,689344,473316,671397,300480,550053,496235
893,685391,466565,682021,451036,550262,491675
894,627721,454993,629020,584160,526960,479264
895,616856,452989,602686,732806,555208,473796
896,617382,454413,614491,584160,565563,467231
897,612463,449284,615625,599059,558369,469362
898,622169,456591,618300,509918,551416,463177
899,624162,456613,619377,437280,565316,470098
900,679240,455889,704093,682816,599415,498283
901,683257,452399,698836,499177,598199,494336
902,674254,456152,699073,516537,606122,491494
903,685938,454990,699754,566918,601181,492408
904,687489,456864,721907,645497,604007,496102
905,693069,457760,708317,586282,609370,491145
906,711031,446081,741120,587486,607148,498554
907,711560,445393,741120,601196,617450,496629
908,705466,452459,741120,404813,618103,495506
909,714373,448819,741120,424071,619264,494676
910,710100,451700,741120,539218,614377,494902
911,707134,453206,741120,673686,584617,494713
912,641035,422972,651104,584160,520558,484044
913,631678,427386,611796,539223,529190,482956
914,633496,420798,611346,454891,527726,484159
915,625197,428001,606472,584160,528177,470967
916,624644,421688,596175,482445,531175,472069
917,623095,423460,601689,491335,530907,472829
918,580471,420466,567930,483360,527324,457505
919,573897,425806,572732,527754,510518,461194
920,589598,424142,575107,584160,511052,465241
921,586331,421342,568189,565357,510849,466442
922,584109,419322,582523,509477,512169,463627
923,588369,425715,570274,484235,512522,457610
924,654780,431201,668108,584160,517921,489429
925,657506,434793,661828,641248,520826,482196
926,658865,435349,657223,543397,520919,485953
927,662727,429753,661319,584160,522057,487253
928,652658,435714,660381,630644,490458,488209
929,664953,426526,661582,389787,477534,489969
930,672758,469298,686517,300480,476280,493305
931,684754,474830,676954,454152,482290,493245
932,678368,473880,709257,592062,479311,492538
933,681710,464674,685915,741120,479117,494014
934,681647,467717,694776,624409,484376,492169
935,680885,467864,687468,602688,478121,494185
936,700539,489518,741120,604960,489195,494553
937,711648,498901,726955,493371,484651,496477
938,708297,498082,730392,367497,482395,498169
939,713958,485839,741120,506328,482341,496281
940,707407,489078,740921,641578,481819,497807
941,707653,491919,738719,691792,483500,497733
942,733149,476650,741120,529144,504469,506116
943,736710,473988,741120,415698,541096,503374
944,736016,476123,741120,584630,534812,501394
945,735856,479235,741120,715213,538250,508481
946,733373,473249,741120,710625,539007,503096
947,730722,473657,741120,484867,536189,500902
948,720887,435799,741120,322301,521231,495905
949,718418,435799,741120,506838,587520,497319
950,720241,433139,741120,631889,593842,497148
951,721660,439375,741120,728332,582994,499666
952,720950,442158,741120,471179,581659,499471
953,721140,441178,741120,420449,602567,497338
954,702408,447335,741120,498750,573563,494578
955,688714,448970,741120,633363,592302,489506
956,690129,451412,741120,691165,590595,490340
957,684062,442847,741120,569607,587782,488968
958,685461,446061,741120,451276,595433,490534
959,690689,445550,741120,323026,583507,494820
960,672844,419080,741120,527376,582768,487153
961,671079,417153,741120,672832,573842,487640
962,674193,412768,741120,659251,569923,488975
963,672869,415189,741120,538156,574692,489760
964,675687,418266,673194,549716,574637,489075
965,659676,418714,660989,572557,570831,487496
966,705231,427035,716248,619520,582864,494183
967,695695,432715,715462,503222,576299,494990
968,697895,429080,708154,404795,570460,496381
969,702916,438400,731851,561254,575326,491761
970,701951,427436,737938,706733,580403,493633
971,706212,435748,720420,671344,572102,495220
972,645791,485658,636712,473604,563109,488991
973,653050,480218,626418,600901,555158,486905
974,651699,483229,637251,402064,556198,489616
975,645415,488561,630460,359188,559446,487537
976,648024,489735,645769,484517,560856,486317
977,656692,486046,645435,607238,555865,487511
978,594852,498289,548292,584160,545661,480546
979,597105,498367,555703,467870,547663,481543
980,596644,498593,556233,515427,541755,480489
981,602610,499487,555137,584160,542956,478890
982,595024,499360,555439,527254,501285,479541
983,600432,500874,560006,584160,479362,481185
984,634323,481526,628252,495619,498119,483061
985,632516,478674,619429,471174,499514,481915
986,633843,470577,613065,605075,497943,484371
987,637865,473591,612318,696910,501730,486093
988,635434,479238,611731,283881,496098,483659
989,629149,477293,619802,300480,497189,482664
990,632305,466637,617049,437280,491533,484112
991,637846,463179,620483,584160,482900,482941
992,632267,473369,604606,733324,483089,483916
993,633187,467100,610113,536183,493643,484103
994,625335,469794,608682,471325,478351,482951
995,616496,466606,616552,533028,488545,482289
996,645245,476981,637115,584220,489303,486350
997,626441,483643,631584,584160,521033,486644
998,636482,485750,629585,554736,524512,490695
999,630980,481737,643668,351622,512742,488805
1000,632976,483851,626159,437280,514759,488812
1001,638669,485286,618429,443502,509736,487887
1002,613465,439733,602350,594422,500460,486631
1003,618816,439169,615603,661394,571011,488050
1004,620461,449974,617260,498516,571266,488669
1005,617797,441337,599859,505489,570520,490019
1006,603915,440620,613173,584160,566684,485950
1007,615573,438657,615701,584160,572761,477666
1008,537022,367975,515051,521688,522098,458472
