,RR,NE,MT,MP,MG,MC
810,257178.715,209886.731,267600.0,244165.245,231143.18200000003,220686.31100000002
811,256210.514,209729.668,267600.0,243146.953,241135.393,220258.21800000002
812,256473.836,209098.55000000002,267600.0,232642.013,239932.655,220007.25100000002
813,256467.416,209529.171,267600.0,218640.947,240376.813,220630.283
814,256318.77500000002,209382.727,267600.0,240325.772,240608.608,220483.93
815,256128.485,209755.087,267600.0,256638.75,241509.162,220553.055
816,261399.697,208982.324,267600.0,208548.388,242887.67200000002,221229.481
817,259731.68600000002,209558.799,263381.48,204581.625,241415.505,221033.275
818,260069.642,209484.94,262861.452,238441.261,240888.943,221136.138
819,259866.989,210391.334,260161.66900000005,267600.0,240487.23,221824.75400000002
820,260059.126,210597.27099999998,258315.117,246001.313,241664.99,221089.658
821,260878.925,208690.97100000002,261277.667,236575.49599999998,241040.709,219300.05299999999
822,263241.387,215367.35900000003,266667.146,241862.582,242233.345,221733.52699999997
823,263263.719,215373.93899999998,266553.38,239549.728,239165.404,221762.56999999998
824,263398.176,214833.59100000001,266867.179,240896.814,232167.829,222278.725
825,262649.564,213512.248,266881.639,214375.54499999998,228679.516,221567.986
826,261606.37,214515.791,266527.12,212783.525,229154.755,221697.53100000002
827,260974.098,215331.02699999997,265109.351,239224.65,228786.701,222326.965
828,248936.761,218068.438,241593.283,241464.589,220229.83099999998,217864.253
829,249029.84399999998,218658.59,244280.201,226184.733,218551.164,215186.26799999998
830,249289.604,217891.299,242849.47,232520.606,217987.557,215586.232
831,249113.239,218621.41999999998,244783.245,240501.051,218891.17299999998,214775.111
832,249208.89699999997,217645.415,242088.59,213106.933,218194.421,215471.805
833,248269.03399999999,218009.58000000002,243622.527,232481.411,218034.42099999997,215539.19
834,240585.71,219358.853,228697.394,237540.0,212860.91199999998,211222.776
835,240894.514,218807.46899999998,229356.404,207877.315,214881.757,210509.82799999998
836,240320.988,218907.72,227862.518,224475.0,214249.573,210865.962
837,240652.083,219999.883,228632.079,237540.0,213876.09399999998,211963.698
838,240847.39599999998,219802.462,229744.724,206105.94400000002,213779.853,211381.889
839,240542.75699999998,219759.835,229975.601,224790.0,213809.82,212118.832
840,242111.04599999997,217453.581,234806.238,237540.0,215845.712,212045.134
841,242480.881,215860.04499999998,231772.353,230199.563,219283.418,212847.132
842,236975.688,215754.479,232583.052,216070.36800000002,219364.405,212468.875
843,236171.025,216241.377,232903.462,223991.25,217879.97,212618.59999999998
844,237491.378,217548.159,232971.84100000001,237540.0,217600.609,212961.078
845,237428.43800000002,216993.938,231413.62900000002,236098.363,217789.936,212033.577
846,242249.756,221156.45399999997,239527.91100000002,227255.438,220870.999,214454.68899999998
847,243248.733,222313.031,239383.605,207780.0,225400.15699999998,214999.34600000002
848,241507.28699999998,222075.03900000002,238926.397,235337.739,225605.659,214365.904
849,242273.103,222026.733,239627.81499999997,207780.0,224298.96600000001,216302.01
850,242252.293,221813.98400000003,238074.688,192034.264,224551.188,213282.991
851,242302.833,220903.32,238719.77699999997,207780.0,225232.056,213948.797
852,256328.14400000003,227803.73,254869.322,238650.943,233419.474,219645.315
853,256972.97100000002,228448.22699999998,257025.533,267544.158,242013.58399999997,219795.38
854,255157.24300000002,226940.045,255822.14299999998,222815.063,242101.983,221452.069
855,256301.653,226619.372,253923.16999999998,222000.188,241162.396,220691.654
856,254883.778,227327.968,256005.98,241434.96600000001,241943.19799999997,220483.662
857,256168.946,227963.315,254707.91999999998,256219.125,241095.957,220731.093
858,242935.251,211511.707,238306.92099999997,173457.922,231019.44400000002,215648.083
859,239947.696,211138.97699999998,238138.117,174420.0,239298.188,214605.788
860,239291.201,212072.88299999997,238255.885,207780.0,240538.876,214198.69400000002
861,240824.48899999997,211504.62900000002,238987.46,237540.0,239704.126,214369.712
862,240529.851,210914.84600000002,238072.915,257715.73200000002,240076.501,215585.79200000002
863,241939.087,212061.89800000002,236876.932,215754.03,240495.938,215324.635
864,241734.50699999998,199824.811,236035.987,220657.688,240341.063,212990.09100000001
865,239641.675,200125.797,236019.359,246488.063,235423.126,213667.986
866,239114.97500000003,199333.111,236653.39899999998,246255.0,232683.425,212600.335
867,237946.97000000003,200004.113,234954.283,217154.853,230136.019,213994.375
868,238940.77800000002,199179.611,238334.67799999999,240133.861,232623.80299999999,215689.939
869,239803.99299999996,199788.967,237444.581,235830.653,227738.081,214129.811
870,245005.62799999997,204201.947,243070.459,235998.60700000002,235554.206,217878.576
871,243381.025,204968.045,242639.808,224722.313,244957.456,215511.13299999997
872,245794.276,205185.253,242160.169,216804.16700000002,246030.10799999998,216502.067
873,244717.842,203847.001,242854.07900000003,237540.0,244599.36700000003,216153.657
874,246195.391,204650.793,244365.847,255282.938,246525.606,216376.95
875,246114.369,204974.165,243339.85299999997,206687.089,245012.769,215824.368
876,243153.93899999998,205432.289,238076.361,214699.329,243374.124,215836.501
877,242187.109,205923.362,239692.90300000002,240898.861,220342.899,215619.978
878,243024.863,206444.431,239499.105,260363.329,213531.79099999997,213395.42299999998
879,241821.81300000002,206379.949,241034.692,206759.25,214429.009,214134.719
880,240042.362,205892.673,240936.995,214889.804,213972.669,214512.036
881,239881.25699999998,206538.76700000002,239417.679,242547.865,214428.65399999998,215620.15600000002
882,252587.642,213396.08800000002,254809.33,258814.614,218390.086,219323.67799999999
883,253288.514,214977.667,254135.236,186932.854,223353.94,218908.34900000002
884,252419.532,214761.261,253388.617,174420.0,220597.953,218628.723
885,254211.94700000001,215319.758,253145.22600000002,216280.059,221847.34100000001,218574.916
886,254139.826,214391.284,253223.97400000002,244149.238,222743.769,220128.93
887,252377.15600000002,214356.526,251620.04700000002,266528.967,220932.128,218652.45
888,258587.35499999998,219717.47699999998,260078.374,219348.564,223715.922,220903.33899999998
889,257958.436,218782.67100000003,259580.344,237540.0,227055.85,220829.682
890,257028.516,220021.905,258305.06900000002,241450.286,225780.28300000002,220432.679
891,257203.718,220016.515,259200.984,218228.063,225412.93899999998,220491.867
892,260051.62600000002,220637.77,256411.011,174420.0,227344.543,221514.723
893,259446.01,219360.432,258160.63299999997,211084.138,227247.506,220364.64299999998
894,249712.28699999998,216977.03399999999,249273.375,237540.0,222293.717,217815.988
895,247726.11299999998,216804.51299999998,244700.05000000002,266149.993,227754.51,217036.281
896,247788.753,216667.86299999998,246667.24,237540.0,229592.37399999998,215636.751
897,246803.32900000003,215637.026,246861.87900000002,240888.452,228543.28100000002,216029.18
898,248670.756,217590.45500000002,247161.033,223979.625,227003.899,214676.21
899,248901.27,217499.576,247328.90899999999,207780.0,229768.148,216149.65899999999
900,258214.86599999998,217310.87600000002,262085.50300000003,257423.57,236724.55099999998,221932.447
901,259199.842,216523.31600000002,260959.58499999996,221965.688,235055.00499999998,221108.552
902,257486.594,217203.592,260983.06999999998,225220.688,236407.904,220457.111
903,259489.325,217154.65,261048.442,234609.44400000002,235779.773,220686.05899999998
904,259590.98599999998,217410.991,264876.993,250210.688,235772.988,221501.915
905,260598.439,217648.462,263058.674,238079.498,236913.64,220411.99800000002
906,263473.019,215385.137,267600.0,238513.482,236827.96399999998,221901.308
907,263556.321,215327.167,267600.0,241419.7,238177.73500000002,221518.41499999998
908,262494.202,216439.343,267600.0,201692.438,238303.16799999998,221419.9
909,264025.999,215998.13199999998,267600.0,205303.313,238604.537,221100.82700000002
910,263070.481,216479.288,267600.0,229473.375,237646.967,221206.642
911,262872.40499999997,216531.391,267600.0,255496.125,232700.086,221142.414
912,252261.33299999998,211157.83800000002,253168.522,237540.0,220568.88,218782.94700000001
913,250498.543,211930.744,246203.124,229474.313,220932.89299999998,218334.15600000002
914,250645.65,210863.077,246152.47600000002,212010.094,220581.247,218809.189
915,249304.826,211880.525,245282.484,237540.0,220689.575,216086.74699999997
916,249262.881,211158.734,243341.254,221290.286,221409.68300000002,216497.329
917,248790.22500000003,211435.598,244372.773,220495.313,221345.309,216804.93899999998
918,241496.926,210641.019,238582.904,218848.236,220484.687,213598.03
919,240317.831,211425.312,239362.017,227323.875,216447.952,214355.70500000002
920,243050.743,211584.97,239600.45200000002,237540.0,216576.217,215139.09999999998
921,242354.873,211196.25300000003,238605.049,234489.742,216527.457,215254.176
922,242118.036,210172.823,241420.74,223896.938,216844.516,214769.66700000002
923,242848.251,211451.086,238918.23799999998,219058.407,216929.305,213593.832
924,254290.063,212671.006,255735.24799999996,237540.0,218226.123,220033.78900000002
925,254589.348,213185.261,254718.19900000002,249414.0,218859.261,218420.88400000002
926,254716.628,213599.571,253992.288,230256.938,218876.852,219388.532
927,255467.585,212524.96300000002,254641.146,237540.0,219380.37099999998,219576.424
928,253938.38900000002,213584.467,254432.363,247425.75,213885.56,219569.838
929,255934.263,212198.31100000002,254683.366,199774.157,211117.646,220079.832
930,257289.84,220139.061,258862.759,174420.0,210890.022,220875.105
931,259388.802,221487.39500000002,257390.269,211832.589,212709.682,220672.24899999998
932,258143.55099999998,220869.105,263174.905,239425.66,212174.944,220689.653
933,258710.229,219437.883,258927.544,267600.0,212089.701,220907.013
934,258703.78999999998,219723.46399999998,260109.62900000002,246256.688,213117.277,220580.117
935,258611.67700000003,220077.686,259354.96099999998,241818.137,211818.50699999998,221058.8
936,261890.99000000002,223651.18,267600.0,242162.698,214143.49599999998,221172.987
937,263567.424,225259.75400000002,266366.545,220877.063,213244.00699999998,221369.603
938,262969.083,225028.945,266768.62299999996,194695.688,212460.747,221902.264
939,263866.819,222927.978,267600.0,223306.5,212408.402,221555.107
940,262898.634,223361.57799999998,267587.119,249475.875,212447.632,221795.17799999999
941,262920.395,223739.168,267440.507,258918.297,212696.4,221666.49599999998
942,266711.418,221345.274,267600.0,227584.5,217744.287,223805.624
943,266991.104,220740.50199999998,267600.0,203733.375,226823.21000000002,223099.243
944,266966.41099999996,221140.04700000002,267600.0,237894.887,224943.494,222537.785
945,266959.99100000004,221811.38600000003,267600.0,263193.386,226507.765,224298.927
946,266761.829,220406.329,267600.0,262430.486,226310.13,223031.953
947,266312.917,220618.53,267600.0,219210.211,225667.68199999997,222655.95900000003
948,264983.644,214198.469,267600.0,179661.31900000002,222401.72600000002,221296.809
949,264523.55700000003,214003.59999999998,267600.0,223402.125,238505.616,221672.245
950,264813.023,213426.835,267600.0,247659.188,239688.64899999998,221794.334
951,265065.707,214371.53999999998,267600.0,265410.562,237820.054,222331.33200000002
952,264992.628,215048.90600000002,267600.0,215922.407,237544.145,222206.651
953,265016.502,214899.777,267600.0,204624.188,241575.148,221859.993
954,262018.51499999998,215938.964,267600.0,221885.625,236071.164,220976.838
955,259899.10499999998,216050.733,267600.0,247935.563,239253.139,219798.73
956,260188.682,216615.655,267600.0,258882.813,238911.155,220139.638
957,259040.255,214917.54,267600.0,235233.03399999999,238414.334,219825.494
958,259110.49800000002,215399.404,267600.0,211141.785,240103.602,220250.56900000002
959,260245.24599999998,215650.11599999998,267600.0,179835.461,237602.601,221201.991
960,257458.71,210296.43999999997,267600.0,227253.0,237376.142,219454.745
961,256955.12,210000.637,267600.0,255336.0,235616.464,219649.25199999998
962,257607.739,209193.135,267600.0,252789.563,234866.58099999998,219924.454
963,257462.65399999998,209409.738,267600.0,229274.25,235757.81699999998,219918.363
964,257711.512,209759.789,256901.68,231657.687,235846.309,219936.581
965,254844.114,209959.581,254580.11299999998,235771.438,235109.12999999998,219608.32
966,262517.52400000003,212119.10199999998,263808.627,245381.721,237429.184,221011.35100000002
967,261276.097,213252.022,263748.864,222724.125,236190.87,221163.76700000002
968,261509.036,212575.393,263037.001,201689.063,235016.275,221429.47400000002
969,262247.359,214103.869,266906.87,233761.34,235975.55,220571.93300000002
970,262153.269,212179.462,267386.429,261722.447,236929.858,220938.775
971,262749.31299999997,213576.079,264457.156,255057.0,235307.12999999998,221318.273
972,252828.824,222526.93,250487.099,216504.883,233532.09600000002,219850.12000000002
973,253943.65099999998,221767.732,248568.826,241392.557,231932.15,219468.439
974,253324.352,222302.12499999997,250539.59500000003,203235.55299999999,232089.947,220065.62
975,252658.32400000002,223084.63,249483.67099999997,192455.855,232846.443,219478.20799999998
976,253254.58100000003,223472.761,251690.022,219126.14299999998,233020.919,219332.0
977,254608.12999999998,222462.93300000002,251661.29,242603.579,232130.214,219598.506
978,244386.185,224143.62,235161.818,237540.0,230091.231,217973.974
979,244552.19400000002,224198.914,236268.74899999998,215127.599,230463.44400000002,218239.18
980,244523.38,224306.341,236439.525,225012.563,229302.84,217988.846
981,245332.842,224379.50999999998,236128.344,237540.0,229523.865,217501.739
982,244401.468,224413.269,236093.01799999998,227230.125,222139.139,217576.87000000002
983,245192.038,224626.187,237527.334,237540.0,218174.085,218114.449
984,250985.994,221518.483,249123.96899999998,221298.563,221913.294,218421.012
985,250573.451,221288.75,247357.811,215921.206,222181.333,218265.847
986,250822.49800000002,220005.00400000002,246333.74200000003,242288.66,221862.01399999997,218809.198
987,251378.715,220288.92700000003,246259.05399999997,259876.837,222623.152,219081.922
988,251168.09100000001,221546.60799999998,246196.168,172081.431,221464.032,218680.652
989,250004.546,220943.477,247494.271,174420.0,221695.40899999999,218493.84100000001
990,250555.929,218894.581,247034.833,207780.0,220819.633,218835.972
991,251377.491,218448.34500000003,247646.498,237540.0,220756.63,218465.556
992,250552.717,220510.358,245054.427,266456.142,220589.513,218667.386
993,250624.413,219089.31699999998,245993.82200000001,228904.313,222120.017,218841.104
994,249300.897,219558.59,245724.769,215957.476,219407.326,218581.71600000001
995,247680.928,219250.018,246979.35599999997,228312.75,221284.349,218412.511
996,252485.439,221030.82300000003,250526.612,237642.794,221420.78,219174.636
997,249119.55599999998,222101.365,249618.039,237540.0,228493.11000000002,219344.756
998,251145.671,222519.302,249363.063,232444.767,229383.75899999996,220246.72
999,250147.087,222115.62300000002,251498.372,195499.125,227275.294,219850.958
1000,250492.97699999998,222224.16100000002,248518.00699999998,207780.0,227217.369,219710.458
1001,251506.038,222452.729,247173.41499999998,209274.5,227003.31900000002,219649.03600000002
1002,247010.519,213906.396,244594.89600000004,239790.887,225086.138,219334.224
1003,247943.302,213808.117,246858.403,253191.375,237969.169,219455.934
1004,248385.78999999998,215845.097,247057.37699999998,221841.75,237792.538,219671.14
1005,247835.535,214157.62,244078.201,223149.188,237878.752,220139.396
1006,245488.55,213918.906,246344.017,237540.0,237163.339,219209.501
1007,247551.65,213568.84999999998,246872.576,237540.0,238027.573,217615.3
1008,233807.638,200587.854,229499.276,226186.5,229946.946,213793.169
